,symbol,index,AnnualReturn,AnnualVolatility,SharpeRatio,StratCumReturn,BenchCumReturn,Beta,MaximumDrawdown,MaximumDrawdownStart,MaximumDrawdownEnd
379,512610.SH,000933.SH,-0.868461856,0.282193997,-3.07753484,1.114361322,1.122974868,0.999798127,0.888706973,20171225,20161230
589,165707.OF,399007.SZ,-5.948756422,1.933406301,-3.076826853,1.06542121,1.124434556,0.994709828,7.069031368,20171122,20161230
360,161507.OF,000918.SH,-8.669834777,2.943257093,-2.94566003,1.182228421,1.26824575,0.978901807,10.41592564,20171226,20170109
505,159918.SZ,399624.SZ,-0.674627829,0.237565354,-2.839756796,0.875025015,0.88171603,0.999905468,0.679551221,20171221,20161230
69,161910.OF,000958.SH,-7.571524662,2.734514214,-2.768873762,0.97542064,1.050537554,0.990607149,9.03849691,20171211,20170116
393,370023.OF,000806.SH,-3.833608482,1.389704024,-2.758579105,1.201719044,1.239746106,0.996653793,4.278587951,20171221,20161230
385,410010.OF,399005.SZ,-7.931932197,2.999826596,-2.644130233,1.073529412,1.152223149,0.99468942,11.09735944,20171113,20170116
2,512010.SH,000913.SH,-1.684277069,0.650226366,-2.590293406,1.228378686,1.245084185,0.999521319,1.76488234,20171225,20170113
421,163209.OF,000958.SH,-6.727442267,2.711598549,-2.48098756,0.983797194,1.050537554,0.990123432,8.415958283,20171121,20170116
17,000376.OF,000814.SH,-3.714994008,1.542610307,-2.408251774,1.166524338,1.203374633,0.997594616,4.096749933,20171222,20170118
528,501002.SH,930659.CSI,-8.577858313,3.600635855,-2.38231764,0.938755981,1.023860428,0.977483667,9.406689616,20171227,20161231
288,164811.OF,399330.SZ,-4.082746018,1.749237171,-2.334015127,1.206899178,1.247397959,0.996210742,4.649766151,20171121,20170116
225,502026.SH,399429.SZ,-4.402071443,1.999844681,-2.201206667,0.92664437,0.970311288,0.996396334,5.787908422,20171010,20161230
353,160219.OF,399394.SZ,-2.910774875,1.33547053,-2.1795875,1.11199095,1.140862945,0.998226031,3.239689235,20171116,20161230
187,150248.SZ,399971.SZ,-45.24423286,21.93386028,-2.062757411,0.3625,0.812225029,0.928226369,90.88047366,20171127,20170104
189,512120.SH,000814.SH,-1.267878747,0.636469557,-1.992049317,1.190799397,1.203374633,0.998889871,1.55128804,20171221,20170718
159,050021.OF,399703.SZ,-3.109377542,1.595948329,-1.94829462,1.23915415,1.269996342,0.999339267,3.673263424,20171121,20170119
388,168001.OF,399812.SZ,-3.009677511,1.56028861,-1.928923592,1.042467647,1.072320781,0.992530187,3.264667381,20171211,20161230
228,206005.OF,000049.SH,-2.573921561,1.341104917,-1.919254435,1.162650602,1.188180987,0.996272086,2.89879755,20171226,20161230
8,161227.SZ,399330.SZ,-5.167971693,2.69538094,-1.917343711,1.196131927,1.247397959,0.991110237,6.494299126,20171121,20161230
328,519032.OF,000064.SH,-3.915186156,2.048323193,-1.911410353,1.123943662,1.162780059,0.991332297,4.816833505,20171113,20161230
238,001713.OF,399612.SZ,-4.578930721,2.442714715,-1.874525377,1.05362776,1.099049397,0.991078532,5.51815529,20171121,20170116
147,163821.SZ,000984.SH,-1.807777118,0.967012624,-1.869445211,1.042283298,1.060213825,0.998354843,2.129887929,20171122,20161230
152,450008.OF,000300.SH,-7.140860715,3.822093435,-1.868311394,1.134930448,1.205773436,0.941086904,9.537747479,20171221,20170413
283,161223.OF,000958.SH,-4.889646258,2.757283726,-1.773356224,1.002033071,1.050537554,0.989613028,6.698903029,20171122,20170118
602,150304.SZ,399673.SZ,-55.47541635,31.52633431,-1.759653241,0.301101591,0.852884836,0.885532501,133.6828916,20171218,20170104
300,160221.OF,399395.SZ,-3.60110813,2.049084746,-1.757422741,1.088043327,1.123763778,0.998165293,4.080286394,20170918,20161230
295,150308.SZ,399804.SZ,-37.84330261,21.63954071,-1.748803411,0.309939148,0.685938141,0.942676871,67.32123191,20170601,20170104
386,161812.OF,399330.SZ,-2.971427914,1.74907769,-1.698854162,1.217924271,1.247397959,0.996312034,3.389663906,20171121,20161230
417,150234.SZ,399810.SZ,-40.87105571,24.18393593,-1.690008435,0.362546125,0.768697521,0.92903337,76.2842806,20171127,20170224
594,512230.SH,000933.SH,-1.575384305,0.934708047,-1.685429274,1.107349492,1.122974868,0.99786798,2.240292746,20171122,20170718
582,160807.SZ,000300.SH,-2.486269774,1.483023527,-1.676487075,1.181112549,1.205773436,0.994097575,2.700538848,20171122,20161230
73,519027.OF,000063.SH,-2.90813287,1.74068839,-1.670679765,1.192949907,1.221795693,0.996122733,3.274977435,20171122,20161230
115,160420.OF,399673.SZ,-16.38793206,9.912651968,-1.653233878,0.690236427,0.852884836,0.864461865,22.36374636,20171116,20170116
140,001243.OF,h30537.CSI,-2.262754781,1.37022669,-1.651372577,1.108280982,1.130724653,0.99756851,3.11998617,20171121,20170424
426,000656.OF,000300.SH,-6.56910007,4.065560864,-1.61579184,1.140604371,1.205773436,0.942105382,8.933108112,20171122,20161230
106,590007.OF,000009.SH,-5.556760024,3.44476795,-1.613101406,0.936508836,0.991632543,0.969402597,6.606715423,20170920,20161230
214,160640.OF,399808.SZ,-2.606865336,1.640480731,-1.589086227,1.047744858,1.073602042,0.99625187,2.802130293,20171222,20161230
428,002976.OF,000990.SH,-3.257236576,2.069944861,-1.573586155,1.238285145,1.270594165,0.997092991,3.897628397,20171121,20170717
65,519300.OF,000300.SH,-2.355783321,1.539252717,-1.530472089,1.182406949,1.205773436,0.994341577,3.231685482,20171122,20170112
355,165806.SZ,399330.SZ,-4.667567997,3.071436249,-1.519669503,1.201096892,1.247397959,0.981707694,5.161091609,20171129,20161230
314,161819.OF,000944.SH,-3.574525762,2.399297611,-1.489821749,1.159239544,1.194696276,0.995907521,4.025224001,20170913,20161230
445,164821.OF,399808.SZ,-2.358103466,1.596175239,-1.477346226,1.05021254,1.073602042,0.996991484,2.445433635,20171222,20161230
172,159942.SZ,399612.SZ,-0.934482504,0.63318467,-1.475845117,1.089781022,1.099049397,0.999362977,1.320381386,20171122,20170717
531,150075.SZ,000958.SH,-10.45815617,7.150814623,-1.462512556,0.946769334,1.050537554,0.989397008,13.31407607,20171227,20170324
427,150260.SZ,399992.SZ,-24.06625702,16.46174012,-1.461950975,0.657544379,0.896486764,0.979947257,36.23139487,20171227,20170407
80,150204.SZ,399971.SZ,-24.92835906,17.23826148,-1.446106331,0.56471271,0.812225029,0.973671413,36.55612877,20171130,20170307
63,160415.SZ,399007.SZ,-3.860210695,2.671014389,-1.445222725,1.086143573,1.124434556,0.984189583,4.105829905,20171222,20170116
94,501023.SH,930746.CSI,-9.355232261,6.69602799,-1.397131594,1.187089605,1.279909853,0.898542363,12.03564179,20171006,20170103
157,164818.OF,399971.SZ,-7.831387463,5.62964783,-1.391097223,0.734529148,0.812225029,0.921174091,11.01559582,20171121,20170428
397,150121.SZ,000918.SH,-22.08399964,15.93732904,-1.385677586,1.049005454,1.26824575,0.021320002,44.60076932,20171121,20170508
26,167301.OF,399809.SZ,-9.781547549,7.265961212,-1.346215217,1.421502565,1.518554423,0.987719036,18.90520404,20171121,20170424
414,164907.OF,399805.SZ,-1.670068879,1.241287416,-1.345432861,0.886819901,0.903384467,0.997086912,2.285120003,20171211,20170614
599,162509.OF,000903.SH,-1.798671829,1.338457172,-1.343839658,1.272650008,1.290490217,0.996785141,2.194575647,20171122,20161230
564,162907.OF,000966.SH,-2.179725622,1.622685328,-1.343283004,1.00646194,1.028081991,0.996889242,2.784253502,20171009,20170119
448,001559.OF,000979.SH,-2.387612058,1.786267502,-1.336648657,1.058909574,1.082591795,0.998649915,2.80254894,20170913,20161230
313,160635.SZ,000933.SH,-2.171700137,1.630883315,-1.331609758,1.101434426,1.122974868,0.994966796,2.927768522,20171025,20161230
108,150326.SZ,399807.SZ,-14.55868928,11.04156974,-1.318534377,0.738898757,0.88338,0.993439911,22.75638874,20171225,20170411
535,502032.SH,399807.SZ,-13.04184951,9.9703289,-1.308066127,0.753960857,0.88338,0.993556067,21.32456968,20171225,20170411
357,740101.OF,000969.SH,-4.180782203,3.215405879,-1.300234671,1.184057872,1.225529295,0.970482602,5.442012527,20171121,20170215
453,161718.OF,000828.SH,-2.166337497,1.692991183,-1.279591719,0.918882018,0.940369264,0.99423367,3.089274436,20171113,20170508
345,F161604.OF,399004.SZ,-26.92451644,21.23551902,-1.267900088,1,1.267358724,,62.13283785,20171121,20170116
471,510120.SH,000064.SH,-1.665331792,1.314134466,-1.267246111,1.146262481,1.162780059,0.994110665,2.219493863,20171110,20170804
57,001899.OF,h30372.CSI,-3.073146046,2.436518447,-1.26128577,1.007614213,1.038096976,0.996236363,4.844543854,20171113,20170116
96,150318.SZ,399805.SZ,-17.34894906,13.80937007,-1.256317194,0.731190392,0.903384467,0.995553834,22.55879627,20171227,20170104
260,150076.SZ,000300.SH,-16.20128868,12.96110332,-1.24999302,1.044978829,1.205773436,0.065496988,32.10258023,20171122,20170510
373,161607.SZ,399313.SZ,-3.43947891,2.753739935,-1.249020965,1.229719418,1.263836388,0.973969192,4.210813053,20171122,20170222
91,150182.SZ,399967.SZ,-20.52139488,16.5430954,-1.240480961,0.605008975,0.80872111,0.994876968,33.63746031,20171227,20170411
522,165524.OF,399996.SZ,-2.365005454,1.90844992,-1.239228459,0.931752261,0.955210229,0.99665257,3.561611923,20171121,20170601
134,470068.OF,399007.SZ,-1.29247179,1.043699694,-1.238356011,1.111615385,1.124434556,0.999110338,1.611810541,20171221,20170718
305,150344.SZ,399975.SZ,-15.42474943,12.85071022,-1.200303265,0.717272988,0.870355124,0.997961186,19.83632063,20171227,20170901
45,163109.OF,399001.SZ,-1.24668676,1.040893703,-1.197708043,1.059764644,1.07212968,0.999061061,1.933010429,20171121,20170116
472,161123.OF,399992.SZ,-2.628298161,2.211260914,-1.188597033,0.870416966,0.896486764,0.98288258,4.346290004,20171114,20170421
178,150264.SZ,000852.SH,-30.58310941,25.84524854,-1.183316514,0.513903193,0.817648424,0.991511414,51.18227343,20171227,20170316
376,150153.SZ,399006.SZ,-25.24658093,21.35080136,-1.182465263,0.638816362,0.889492246,0.989679519,35.86026048,20171227,20170104
181,150244.SZ,399006.SZ,-23.99366864,20.53376428,-1.1684983,0.651271406,0.889492246,0.987675417,33.45296578,20171227,20170104
549,150222.SZ,399959.SZ,-32.78143301,28.47566842,-1.151208552,0.48590604,0.811522214,0.982296028,64.26037885,20171225,20170411
171,001593.OF,399006.SZ,-2.071746595,1.823715276,-1.136003313,0.868943299,0.889492246,0.993539737,2.887785179,20171116,20170710
83,510070.SH,000049.SH,-1.082027335,0.954290132,-1.133855731,1.177449168,1.188180987,0.996956332,1.770141227,20171226,20170911
558,159929.SZ,000933.SH,-0.312352525,0.277099291,-1.127222389,1.119876976,1.122974868,0.999761138,0.449272149,20171221,20170809
236,159911.SZ,399337.SZ,-0.584000071,0.521863207,-1.119067341,1.118754585,1.124546725,0.999483208,0.95043807,20171122,20170718
310,165521.OF,000974.SH,-2.168650193,1.948434486,-1.113021869,1.142237192,1.163747379,0.9928467,2.784784581,20171122,20170811
476,150206.SZ,399973.SZ,-35.14450501,31.68618176,-1.109142947,0.444759207,0.793891954,0.962671074,91.48257062,20171227,20170411
529,159932.SZ,399802.SZ,-0.693657127,0.62756021,-1.105323626,0.969506609,0.976386364,0.999267889,1.137356481,20171219,20170302
177,150091.SZ,000958.SH,-15.40933113,14.14136168,-1.089663887,0.897608544,1.050537554,0.990531398,21.63474677,20171227,20170324
319,519706.OF,399348.SZ,-1.914635047,1.757161684,-1.089618027,1.284249084,1.303239571,0.998184433,2.802843911,20171121,20170116
179,150187.SZ,399967.SZ,-25.20734158,23.46776469,-1.074126228,0.558435325,0.80872111,0.988648225,46.92006913,20171227,20170411
168,510520.SH,000905.SH,-0.831914478,0.775867958,-1.072237188,0.977304791,0.985555842,0.999749868,1.055501015,20171009,20170116
118,206010.OF,399337.SZ,-1.492960653,1.396992067,-1.068696586,1.109738914,1.124546725,0.999083402,2.643032701,20171121,20170116
48,150302.SZ,399975.SZ,-14.12145294,13.2842552,-1.063021805,0.730215827,0.870355124,0.998656129,19.57340471,20171227,20170901
340,519034.OF,000977.SH,-2.621245418,2.478698476,-1.057508786,1.169985775,1.19598561,0.992191667,4.041541527,20171113,20161230
237,159949.SZ,399673.SZ,-0.368844928,0.349674352,-1.054824083,0.849226647,0.852884836,0.999808823,0.517939636,20171220,20170109
139,164906.SZ,h11136.CSI,-9.406839726,8.932780935,-1.053069564,1.5,1.593332496,0.940590008,12.85993732,20171006,20170105
180,001600.OF,930599.CSI,-1.31059027,1.250387803,-1.048147036,1.036223681,1.049222567,0.998168686,2.186959992,20171113,20161230
452,160637.OF,399006.SZ,-2.209269815,2.110703359,-1.046698394,0.867579127,0.889492246,0.990609049,3.622513025,20171213,20170627
463,150224.SZ,399975.SZ,-14.65912935,14.03600045,-1.044395047,0.724876442,0.870355124,0.997082543,20.71644565,20171227,20170901
231,150018.SZ,399330.SZ,-20.48892647,19.62558301,-1.043990717,1.044008447,1.247397959,0.035524744,48.11569285,20171121,20170116
286,150172.SZ,399707.SZ,-12.64617656,12.25676356,-1.031771275,0.746207701,0.871698199,0.998826328,17.42303537,20171227,20170901
263,502055.SH,399975.SZ,-15.26339102,14.84010614,-1.028523036,0.718875502,0.870355124,0.997244688,20.70350054,20171227,20170901
281,502038.SH,399805.SZ,-13.80440882,13.47726905,-1.024273447,0.766393443,0.903384467,0.996596654,17.40159148,20171227,20170104
31,001587.OF,000903.SH,-1.090340588,1.065050851,-1.023745097,1.279675942,1.290490217,0.998350366,1.603357693,20171122,20161230
23,150201.SZ,399975.SZ,-32.626607,31.8784445,-1.023469229,0.546279492,0.870355124,0.993991828,54.01994918,20171227,20170221
508,168203.OF,399440.SZ,-3.224579091,3.18968492,-1.010939692,1.101356744,1.133341786,0.992592019,6.194947332,20170613,20170222
197,150195.SZ,399970.SZ,-22.88207318,22.71734087,-1.00725139,0.803674352,1.030846373,0.924168216,39.81685541,20170717,20170307
259,003475.OF,000300.SH,-3.880547292,3.889276078,-0.997755678,1.167280693,1.205773436,0.937594297,5.065094362,20170407,20161231
16,001561.OF,399970.SZ,-1.131809993,1.135060961,-0.997135864,1.019620775,1.030846373,0.999210696,2.400290345,20171113,20170614
250,502005.SH,399967.SZ,-16.4298287,16.62133664,-0.988478187,0.645656566,0.80872111,0.993736653,29.77169077,20171227,20170411
368,150146.SZ,000828.SH,-28.0896543,28.4364544,-0.987804383,0.661424332,0.940369264,0.990431724,44.54628213,20171225,20170413
442,150262.SZ,399989.SZ,-15.19250842,15.71105144,-0.966995015,0.699494949,0.850270616,0.996742372,22.30175966,20171205,20170104
62,150336.SZ,399967.SZ,-35.50720544,37.29481156,-0.952068235,0.455978261,0.80872111,0.97338754,80.29715993,20171205,20170411
408,161213.SZ,000963.SH,-1.631625697,1.716292608,-0.95066872,1.202416918,1.21860016,0.993046105,2.547252427,20171121,20170707
297,502028.SH,399429.SZ,-20.565358,21.89704459,-0.939184186,0.766162311,0.970311288,0.991198214,38.51852835,20170601,20170324
293,519117.OF,000966.SH,-1.227898954,1.352469229,-0.907894189,1.015903308,1.028081991,0.998878237,1.971029633,20171114,20170601
533,150332.SZ,399805.SZ,-27.25778074,30.33257634,-0.898630582,0.632711897,0.903384467,0.984605074,43.09530626,20170601,20170104
68,161022.OF,399006.SZ,-1.722092651,1.947667946,-0.884181852,0.872411646,0.889492246,0.992497781,3.249446277,20171116,20170630
201,460300.OF,000300.SH,-1.123622012,1.300108651,-0.864252392,1.194629052,1.205773436,0.994421623,2.108981688,20171122,20170726
538,320014.OF,000067.SH,-2.424976125,2.838480126,-0.854322038,1.070046083,1.094098948,0.997360561,5.268851045,20171113,20170601
387,161031.OF,399803.SZ,-2.05228482,2.403827499,-0.853757111,0.945989593,0.966345489,0.994944107,4.635400261,20171013,20170116
575,164819.OF,000827.SH,-1.122763746,1.338618514,-0.838748108,0.972155726,0.983291598,0.997826165,2.10704467,20171113,20170119
194,070023.OF,399702.SZ,-1.088967937,1.300048717,-0.837636254,1.312619083,1.323419743,0.999049589,1.514485453,20171121,20170811
290,164401.OF,h30344.CSI,-1.125028638,1.346909735,-0.835266543,1.015907792,1.027066128,0.996618186,1.950589115,20170705,20170123
365,168204.OF,399998.SZ,-4.183601456,5.011117918,-0.834863901,1.063286264,1.104785658,0.987776092,7.471444387,20170913,20170808
12,150312.SZ,399996.SZ,-16.15668732,19.3629011,-0.834414597,0.794858612,0.955210229,0.996567696,21.88668063,20171227,20170316
28,161035.SZ,930791.CSI,-3.770106628,4.593965015,-0.820665071,1.029978587,1.067375649,0.938448389,6.475542886,20171106,20170109
516,164304.OF,000827.SH,-0.994660478,1.243238591,-0.800055987,0.973426341,0.983291598,0.998319544,1.366253096,20171226,20170717
447,162307.SZ,000903.SH,-1.13752625,1.428035756,-0.796567065,1.279207921,1.290490217,0.995444266,1.524614843,20171205,20170811
267,510440.SH,000802.SH,-0.386786166,0.487443388,-0.793499667,0.993442623,0.997278755,0.999450696,0.789875603,20171227,20170627
542,502016.SH,399991.SZ,-1.646013213,2.103104641,-0.782658733,1.011020827,1.027346781,0.992434669,2.569184794,20171122,20170726
302,070030.OF,399624.SZ,-0.772600678,0.992164936,-0.778701857,0.874053281,0.88171603,0.999551334,1.591373043,20171113,20170717
175,150236.SZ,399975.SZ,-13.50611329,17.503115,-0.77164055,0.736326109,0.870355124,0.996950455,23.1708219,20171227,20170901
411,690008.OF,000944.SH,-1.525869243,1.978682195,-0.77115428,1.179562044,1.194696276,0.995917241,2.767358267,20170915,20170720
444,150278.SZ,399807.SZ,-16.53868145,21.72808548,-0.761166071,0.719234275,0.88338,0.98989446,35.32574789,20171225,20170406
113,502058.SH,399989.SZ,-9.763657493,13.17881265,-0.740860179,0.753396338,0.850270616,0.997973107,16.90907843,20170718,20170104
367,165525.SZ,399995.SZ,-1.512205043,2.0926649,-0.722621688,0.922948074,0.93794677,0.994996749,2.446239826,20170411,20170117
292,161725.OF,399997.SZ,-1.887262209,2.639956531,-0.71488382,1.701647705,1.720366671,0.998443242,5.670668767,20171121,20170804
103,159930.SZ,000928.SH,-1.690200319,2.380784682,-0.709934137,1.038737624,1.055501877,0.987896322,2.940907445,20170707,20161230
55,257060.OF,000066.SH,-1.441934902,2.102019004,-0.685976149,1.159312839,1.173614524,0.996616939,2.329426662,20170913,20161230
364,150316.SZ,399803.SZ,-13.36476217,19.71866876,-0.677772031,0.833720031,0.966345489,0.991966837,22.86800366,20170601,20170313
239,150056.SZ,000905.SH,-3.663079976,5.464360025,-0.670358461,0.949220579,0.985555842,0.995848844,6.114735049,20170601,20170316
449,150191.SZ,000827.SH,-7.554389894,11.2834302,-0.669511821,0.908344733,0.983291598,0.997386889,12.36271008,20170601,20170413
241,000613.OF,000300.SH,-0.895901244,1.348616918,-0.664311142,1.196887731,1.205773436,0.995420072,2.523604629,20171122,20170901
275,001632.OF,930653.CSI,-0.917483139,1.411103878,-0.650188234,1.338137472,1.347237238,0.998739851,2.845485403,20171116,20170717
539,510260.SH,000067.SH,-1.314985443,2.035088166,-0.646156498,1.081056466,1.094098948,0.994963694,2.812336572,20171113,20170601
510,162411.SZ,SPSIOPTR.SPI,-15.2413277,23.98863868,-0.635356091,0.848739496,1,,49.18032787,20170817,20170104
51,167503.OF,399991.SZ,-1.131966049,1.785894099,-0.633837163,1.016119635,1.027346781,0.994479737,1.80267615,20170411,20161230
540,159909.SZ,399610.SZ,-0.665427534,1.077570193,-0.617525929,1.189822635,1.196422399,0.999446419,2.309876933,20171121,20161230
341,003579.OF,000300.SH,-3.029418932,5.021413913,-0.603299984,1.175724461,1.205773436,0.896011293,7.372885436,20170601,20170210
61,150310.SZ,399994.SZ,-15.13054861,25.23540495,-0.599576216,0.789272031,0.939432361,0.99611827,34.23027515,20170717,20170105
605,161025.OF,399970.SZ,-0.901410053,1.511872354,-0.596221004,1.021906029,1.030846373,0.997475647,2.786955253,20171121,20170511
87,150174.SZ,000998.SH,-15.54017502,26.23728333,-0.592293601,0.767924528,0.922153017,0.992023924,26.70398552,20170718,20170316
276,263001.OF,000051.SH,-0.761184488,1.29380986,-0.588327939,1.033310201,1.04085972,0.995393663,1.757570653,20171113,20161230
459,150324.SZ,000827.SH,-17.46102618,30.20252203,-0.578131395,0.809984215,0.983291598,0.995036936,37.68635321,20170717,20170411
585,166007.SZ,000300.SH,-0.72705341,1.285659456,-0.565510102,1.198562444,1.205773436,0.993885875,2.416738202,20171108,20170807
120,160808.OF,000904.SH,-0.910803888,1.619578813,-0.562370834,1.049942135,1.058975652,0.991947302,1.853266811,20171122,20170629
592,660011.OF,000905.SH,-0.800239499,1.424371131,-0.561819516,0.977618958,0.985555842,0.997250243,1.151088396,20171113,20170601
32,161026.OF,399974.SZ,-0.766767068,1.386861899,-0.552879179,1.136667031,1.14427192,0.993415664,1.515240565,20170607,20161230
326,161816.OF,000971.SH,-0.598399663,1.138070805,-0.525801787,1.119546436,1.125481396,0.9962623,1.346135386,20171122,20170726
464,510580.SH,000905.SH,-1.649271617,3.146480755,-0.524163898,0.969197567,0.985555842,0.979553113,6.538475592,20170419,20161230
77,150214.SZ,000958.SH,-17.65285027,34.99287673,-0.504469821,0.875324675,1.050537554,0.988872767,40.64297204,20171227,20170911
128,F202017.OF,399001.SZ,-7.270516526,14.95444798,-0.486177526,1,1.07212968,,22.8910595,20171113,20170116
398,160629.OF,399971.SZ,-1.370905002,2.894822991,-0.47357127,0.798627887,0.812225029,0.980561277,4.044090766,20171201,20170707
279,150220.SZ,h30344.CSI,-5.47211978,12.05932988,-0.453766489,0.972782258,1.027066128,0.996020424,12.94108817,20170717,20170413
503,160223.SZ,399006.SZ,-0.721120336,1.596413772,-0.451712676,0.8823401,0.889492246,0.995247184,1.584808914,20171116,20170809
43,001351.OF,000905.SH,-0.839406268,1.891545979,-0.443767308,0.977230483,0.985555842,0.999709547,2.362548615,20171013,20170601
64,168201.OF,399991.SZ,-0.659694702,1.498428418,-0.440257735,1.020803878,1.027346781,0.997109588,1.42657865,20170411,20161230
405,502018.SH,399991.SZ,-4.720606566,10.91713147,-0.432403565,0.980519481,1.027346781,0.9915644,14.14493146,20171225,20170411
110,001481.OF,SPSIOPTR.SPI,-10.08833967,23.64571278,-0.426645615,0.899902818,1,,43.03278689,20170817,20170104
606,000059.OF,000978.SH,-0.634526692,1.494833361,-0.424479884,0.996837945,1.003131223,0.997559392,1.889618456,20171113,20170717
111,163117.OF,399810.SZ,-1.331908685,3.177859607,-0.419121311,0.755487179,0.768697521,0.972412974,5.32233295,20171201,20170707
27,233010.OF,399007.SZ,-1.240613384,2.980489817,-0.416244799,1.11212976,1.124434556,0.985610035,4.656046675,20171013,20170601
36,001884.OF,000300.SH,-0.530738933,1.288008269,-0.412061743,1.200509554,1.205773436,0.99381537,2.376899964,20171108,20170807
420,001016.OF,000300.SH,-0.999669331,2.47251119,-0.40431337,1.195858499,1.205773436,0.978557927,3.449742916,20171122,20170718
462,160224.OF,399610.SZ,-0.906014792,2.246287479,-0.403338754,1.187436382,1.196422399,0.994911558,4.064787466,20171121,20170508
296,150294.SZ,399807.SZ,-4.517139717,11.27312471,-0.40069988,0.838571429,0.88338,0.997187383,16.22251559,20171225,20170411
130,150095.SZ,000966.SH,-11.05574642,27.63570664,-0.400052966,0.918381439,1.028081991,0.994578329,32.65814585,20170601,20170411
579,160416.SZ,SPGOGUP.SPI,-4.334104179,11.1671937,-0.388110415,0.957007416,1,,21.46626249,20170821,20170103
59,040190.OF,000065.SH,-0.357788041,0.984328331,-0.363484448,1.142040816,1.145589342,0.996679379,1.468151734,20171122,20170811
486,150139.SZ,000842.SH,-5.499303507,15.22145281,-0.361286375,0.938873094,0.993426692,0.95479514,24.23874352,20170523,20170306
366,150266.SZ,399991.SZ,-3.172283534,8.849056215,-0.358488347,0.995880536,1.027346781,0.99688168,12.84246582,20170523,20170411
332,164809.OF,000905.SH,-0.558496532,1.594708879,-0.350218488,0.980016653,0.985555842,0.99592174,2.063243781,20170821,20170119
490,000179.OF,RMS.MI,-3.373426786,10.14334268,-0.332575453,0.966538308,1,,7.780320366,20171221,20170418
392,001618.OF,930652.CSI,-0.656979105,2.081554052,-0.315619527,1.172935888,1.179451857,0.996831878,3.320852169,20171113,20170104
530,165523.OF,399994.SZ,-0.489304044,1.579601005,-0.309764328,0.934579439,0.939432361,0.998146856,1.668234012,20171214,20170601
519,512600.SH,000932.SH,-0.362825104,1.20128683,-0.302030368,1.52472383,1.528322313,0.998612783,2.365501998,20171211,20161230
333,001555.OF,h30171.CSI,-0.285453693,0.965517002,-0.295648541,1.056329013,1.059160121,0.999106181,1.535551148,20170413,20170116
40,502012.SH,399975.SZ,-3.340746416,11.47086418,-0.291237553,0.837217641,0.870355124,0.998890771,12.92308557,20171227,20170901
561,150093.SZ,399007.SZ,-3.709201954,12.80699085,-0.289623222,1.087641723,1.124434556,0.992229727,10.14883705,20170510,20170324
104,150058.SZ,399008.SZ,-2.049023909,7.494122315,-0.273417463,1.013951979,1.034275529,0.981193495,6.550437432,20171227,20171113
372,150276.SZ,399991.SZ,-6.201684556,22.80724159,-0.271917344,0.96582365,1.027346781,0.989796651,33.61031573,20170523,20170411
500,481012.OF,399324.SZ,-0.603770365,2.236578944,-0.269952629,1.439651416,1.445639644,0.996488178,2.06100867,20171121,20170912
370,150185.SZ,000827.SH,-4.120592633,15.73794007,-0.261825411,0.942417332,0.983291598,0.997945061,17.12666333,20170601,20170411
342,164905.OF,399412.SZ,-0.451247633,2.070584144,-0.217932526,1.018553986,1.023029457,0.996233134,2.295389363,20171129,20170612
233,150328.SZ,399808.SZ,-2.659390148,12.46047741,-0.213426024,1.047223812,1.073602042,0.995773402,14.16485132,20170601,20170316
460,161028.OF,399976.SZ,-0.392352968,1.977115753,-0.198447141,1.035213715,1.039105059,0.998804984,2.022105937,20170920,20170601
251,159908.SZ,399703.SZ,-0.121149447,0.657814765,-0.184169547,1.268794799,1.269996342,0.999246856,0.676201554,20171221,20170829
430,290010.OF,000904.SH,-0.202538488,1.140481266,-0.177590368,1.056966898,1.058975652,0.997581912,1.492399853,20171121,20170718
